Iso,City,Composer,Work,Start Date,Performances
de,Nürnberg,Janacek,Vec Makropulos,2012-10-23,2
de,Nürnberg,Mozart,Don Giovanni,2013-01-26,10
de,Nürnberg,Offenbach,Orphee aux enfers,2012-11-10,13
de,Nürnberg,Rameau,Platee,2013-06-08,5
de,Nürnberg,Rossini,Il barbiere di Siviglia (reduction),2012-11-04,5
de,Nürnberg,"Strauss, J",Die Fledermaus,2013-04-12,6
de,Nürnberg,Verdi,Aida,2012-11-25,6
de,Nürnberg,Verdi,Il trovatore,2012-09-30,12
de,Nürnberg,"Wagner, Richard",Der fliegende Hollander,2013-02-01,5
de,Nürnberg,"Wagner, Richard",Die Meistersinger von Nurnberg,2013-04-07,4
de,Nürnberg,"Wagner, Richard",Tristan und Isolde,2012-10-21,9
de,Oldenburg,Handel,Saul,2012-10-20,1
de,Oldenburg,Kampe,Anoia,2012-12-21,4
de,Oldenburg,Mozart,Die Zauberflote,2012-11-03,8
de,Oldenburg,Orff,Carmina Burana,2012-11-09,9
de,Oldenburg,Puccini,La boheme,2012-11-24,12
de,Oldenburg,Rossini,Il barbiere di Siviglia,2013-03-02,8
de,Oldenburg,"Strauss, R",Salome,2012-10-11,10
de,Oldenburg,Stravinsky,The Rake's Progress,2013-05-31,4
de,Oldenburg,Verdi,Otello,2013-01-17,10
de,Osnabruck,Corbett,Das grosse Heft,2013-03-16,8
de,Osnabruck,Donizetti,L'elisir d'amore,2013-01-19,11
de,Osnabruck,Hindemith,Das Nusch-Nuschi,2013-06-15,4
de,Osnabruck,Hindemith,"Morder, Hoffnung der Frauen",2013-06-15,4
de,Osnabruck,Hindemith,Sancta Susanna,2013-06-15,4
de,Osnabruck,Offenbach,Orphee aux enfers,2012-12-01,22
de,Osnabruck,Telemann,Der aus der Lowengrube errettete Daniel,2013-04-21,1
de,Osnabruck,Telemann,Sieg der Schonheit,2012-10-31,7
de,Osnabruck,Verdi,La forza del destino,2012-11-03,7
de,Paderborn,Verdi,Il trovatore,2013-04-10,1
de,Paderborn,Verdi,Macbeth,2013-02-06,1
de,Passau,Bellini,Beatrice di Tenda,2012-11-03,5
de,Passau,Lehar,Die lustige Witwe,2012-10-27,19
de,Passau,Massenet,Manon,2013-05-04,4
de,Passau,Monteverdi,L'orfeo,2013-03-23,8
de,Passau,Mozart,La finta giardiniera,2012-12-15,10
de,Passau,Verdi,Rigoletto,2013-06-15,4
de,Pforzheim,Glass,The Fall of the House of Usher,2013-05-09,9
de,Pforzheim,Humperdinck,Hansel und Gretel,2012-11-04,4
de,Pforzheim,Massenet,Manon,2012-11-17,13
de,Pforzheim,Mozart,Don Giovanni,2012-09-14,16
de,Pforzheim,Rossini,La cenerentola,2013-02-16,12
de,Pforzheim,"Zeller, C",Der Vogelhandler,2012-09-29,16
de,Plauen,Abraham,Ball im Savoy,2012-10-31,5
de,Plauen,"Kalman, E",Die Csardasfurstin,2013-06-08,3
de,Plauen,Mozart,Cosi fan tutte,2012-11-03,5
de,Plauen,Rossini,Il barbiere di Siviglia,2013-01-26,2
de,Plauen,Weber,Der Freischutz,2013-07-12,5
de,Potsdam,Kraus,Proserpina,2013-06-19,4
de,Potsdam,Schultz,Peters Bryllup,2013-06-07,2
de,Putbus,Lehar,Der Zarewitsch,2013-05-26,3
de,Putbus,Mozart,Don Giovanni,2013-03-01,3
de,Putbus,Verdi,Rigoletto,2013-05-09,1
de,Radebeul,Humperdinck,Hansel und Gretel,2012-12-12,4
de,Radebeul,Lincke,Frau Luna,2013-05-05,3
de,Radebeul,Monteverdi,L'orfeo,2013-03-16,5
de,Radebeul,Nicolai,Die lustigen Weiber von Windsor,2013-03-08,2
de,Radebeul,Rossini,Il barbiere di Siviglia,2012-11-02,7
de,Radebeul,"Strauss, J",Die Fledermaus,2013-01-01,1
de,Radebeul,"Wagner, Richard",Das Liebesverbot,2012-12-08,6
de,Regensburg,Gluck,Orfeo ed Euridice,2012-09-22,13
de,Regensburg,Janacek,Kat'a Kabanova,2013-05-05,12
de,Regensburg,"Kalman, E",Die Csardasfurstin,2012-10-27,7
de,Regensburg,Purcell,The Fairy Queen,2013-06-15,14
de,Regensburg,Verdi,Aida,2012-12-08,1
de,Regensburg,Vollmer,Lola rennt,2013-02-28,10
de,Remscheid,"Kalman, E",Grafin Mariza,2013-04-17,1
de,Remscheid,Kunneke,Gluckliche Reise,2012-10-31,1
de,Remscheid,Verdi,Nabucco,2013-03-22,1
de,Rendsburg,Massenet,Don Quichotte,2013-06-02,1
de,Rensburg,Puccini,La boheme,2012-12-08,4
de,Rensburg,Rossini,Il barbiere di Siviglia,2012-12-16,1
de,Rensburg,Weill,Aufstieg und Fall der Stadt Mahagonny,2013-05-04,1
de,Rheine,Humperdinck,Hansel und Gretel,2012-12-13,1
de,Rheinsberg,Binder,Tannhauser,2013-07-12,3
de,Rheinsberg,Offenbach,Les contes d'Hoffmann,2013-08-02,5
de,Rheinsberg,Rossini,Il barbiere di Siviglia,2013-07-19,5
de,Rheinsberg,"Strauss, J",Der Zigeunerbaron,2013-06-22,1
de,Rostock,Humperdinck,Hansel und Gretel,2012-10-27,5
de,Rostock,Lund,Hexe Hillary geht in die Oper,2013-08-07,2
de,Rostock,Mozart,Die Zauberflote,2012-12-13,2
de,Rostock,Rossini,Il barbiere di Siviglia,2012-09-23,6
de,Rostock,Russman,"Happy Birthday, Mr. President",2013-01-27,8
de,Rostock,"Strauss, J",Die Fledermaus,2012-11-04,14
de,Rostock,Verdi,Nabucco,2013-04-28,6
de,Rudolstadt,Giordano,Andrea Chenier,2013-04-27,7
de,Ruhr,Cage,Europeras I and II,2012-08-17,1
de,Ruhr,Goebbels,When the mountain changed its clothing,2012-09-26,4
de,Ruhr,Orff,Prometheus,2012-09-16,6
de,Ruhr,Partch,Delusion of the Fury,2013-08-23,3
de,Saarbrucken,Berlioz,La Damnation de Faust,2012-12-15,9
de,Saarbrucken,Britten,The Turn of the Screw,2013-06-08,8
de,Saarbrucken,Mozart,Die Entfuhrung aus dem Serail,2012-09-16,17
de,Saarbrucken,Mozart,Die Zauberflote,2012-11-03,6
de,Saarbrucken,Rossini,La petite messe solennelle,2013-03-15,8
de,Saarbrucken,Rota,Aladino e la lampada magica,2012-10-20,16
de,Saarbrucken,"Tchaikovsky, P",Eugene Onegin,2012-09-22,4
de,Saarbrucken,Verdi,Rigoletto,2013-04-27,18
de,Schleswig-Holstein,"Wagner, Richard",Tristan und Isolde,2013-08-01,1
de,Schwerin,Genee,Der Musikfeind,2012-11-11,7
de,Schwerin,"Hiller, W",Das Traumfresserchen,2012-09-09,5
de,Schwerin,Humperdinck,Hansel und Gretel,2012-12-09,3
de,Schwerin,Jost,Der Tod klopft an,2013-03-02,5
de,Schwerin,"Kalman, E",Die Csardasfurstin,2013-01-18,9
de,Schwerin,Lortzing,Die Opernprobe,2012-11-11,7
de,Schwerin,Lortzing,Die Opernprobe,2013-05-23,1
de,Schwerin,Milhaud,Der arme Matrose,2013-03-02,6
de,Schwerin,Mozart,Le nozze di Figaro,2012-10-26,11
de,Schwerin,Puccini,Madama Butterfly,2012-09-16,7
de,Schwerin,"Strauss, J",Die Fledermaus,2013-06-14,23
de,Schwerin,"Tchaikovsky, P",Eugene Onegin,2013-04-12,7
de,Schwetzingen,"Haas, Georg",Thomas,2013-05-24,3
de,Schwetzingen,Purcell,The Indian Queen,2013-04-26,4
de,Selb,Beethoven,Fidelio,2012-10-18,1
de,Siegen,Bizet,Carmen,2012-09-28,1
de,Siegen,Verdi,Macbeth,2013-04-16,1
de,Stade,Donizetti,Don Pasquale,2013-03-05,1
de,Stralsund,Kunneke,Gluckliche Reise,2013-06-30,1
de,Stralsund,Lehar,Der Zarewitsch,2012-12-01,1
de,Stralsund,Mozart,Don Giovanni,2012-09-20,1
de,Stralsund,Verdi,Rigoletto,2013-05-18,1
de,Stralsund,Vinje,Prinzessin Anna,2012-09-16,1
de,Stralsund,Zemlinsky,Kleider machen Leute,2013-03-09,1
de,Straubing,Verdi,Rigoletto,2013-06-25,2
de,Stuttgart,Bellini,La sonnambula,2013-04-13,6
de,Stuttgart,Bellini,Norma,2012-11-06,6
de,Stuttgart,Berg,Wozzeck,2013-01-22,7
de,Stuttgart,Berlioz,La Damnation de Faust,2013-05-26,6
de,Stuttgart,Denisov,L'Ecume des jours,2012-12-01,7
de,Stuttgart,Gluck,Iphigenie en Aulide,2012-11-01,11
de,Stuttgart,Handel,Alcina,2013-01-07,8
de,Stuttgart,Heep,Momo,2013-06-06,1
de,Stuttgart,Janacek,Osud,2013-04-10,7
de,Stuttgart,Mozart,Die Zauberflote,2012-12-15,12
de,Stuttgart,Mozart,Don Giovanni,2012-09-28,16
de,Stuttgart,Puccini,Tosca,2013-02-27,9
de,Stuttgart,Rakhmaninov,Francesca da Rimini,2013-07-19,2
de,Stuttgart,Rameau,Platee,2013-06-04,7
de,Stuttgart,Rossini,La cenerentola,2013-06-30,6
de,Stuttgart,"Schoenberg, A",Die gluckliche Hand,2013-04-10,7
de,Stuttgart,"Strauss, J",Die Fledermaus,2012-10-10,10
de,Stuttgart,"Strauss, R",Ariadne auf Naxos,2013-05-20,8
de,Stuttgart,Verdi,Nabucco,2013-02-24,11
de,Stuttgart,"Wagner, Richard",Der fliegende Hollander,2013-04-29,4
de,Stuttgart,"Wagner, Richard",Gotterdammerung,2013-01-20,5
de,Stuttgart,"Wagner, Richard",Parsifal,2013-04-01,7
de,Trier,"Kalman, E",Grafin Mariza,2013-01-26,14
de,Trier,Orff,Die Kluge,2013-03-30,9
de,Trier,Ravel,L'Heure espagnole,2013-03-30,9
de,Trier,Smetana,Prodana nevesta,2013-06-01,10
de,Trier,Verdi,La traviata,2012-10-13,13
de,Ulm,Donizetti,Don Pasquale,2013-05-16,13
de,Ulm,Lortzing,Der Wildschutz,2012-12-20,15
de,Ulm,Millocker,Der Bettelstudent,2013-06-01,9
de,Ulm,"Muller, A",Herrengedeck,2013-01-11,7
de,Ulm,Poulenc,Dialogues des Carmelites,2013-02-07,13
de,Ulm,Puccini,Gianni Schicchi,2012-10-08,14
de,Ulm,Puccini,Il tabarro,2012-10-08,14
de,Ulm,Puccini,Suor Angelica,2012-10-08,14
de,Ulm,Verdi,Requiem,2013-03-28,14
de,Ulm,"Wagner, Richard",Der Ring an 1 Abend,2013-06-13,5
de,Weimar,Berlioz,Beatrice et Benedict,2013-02-16,8
de,Weimar,Gounod,Faust,2013-03-30,4
de,Weimar,Humperdinck,Hansel und Gretel,2012-12-01,15
de,Weimar,Lidholm,Ein Traumspiel,2013-04-20,5
de,Weimar,Mozart,Die Zauberflote,2012-09-16,8
de,Weimar,Nono,La fabbrica illuminata,2012-12-08,4
de,Weimar,Ramdohr,Pettersson und Findus,2013-03-08,9
de,Weimar,Verdi,Falstaff,2012-10-20,11
de,Weimar,Verdi,Falstaff,2013-04-27,1
de,Weimar,Verdi,La traviata,2013-01-18,5
de,Weimar,Verdi,Rigoletto,2013-03-07,4
de,Wiesbaden,Berg,Wozzeck,2013-03-29,2
de,Wiesbaden,Donizetti,Don Pasquale,2012-09-28,4
de,Wiesbaden,Donizetti,Lucia di Lammermoor,2012-11-24,12
de,Wiesbaden,Handel,Alessandro,2013-05-25,1
de,Wiesbaden,Humperdinck,Hansel und Gretel,2012-12-09,5
de,Wiesbaden,Lehar,Die lustige Witwe,2012-10-06,17
de,Wiesbaden,Puccini,Turandot,2012-10-21,7
de,Wiesbaden,Rossini,Il barbiere di Siviglia,2012-12-21,7
de,Wiesbaden,Schaffer,Buchners Frauen,2013-05-24,2
de,Wiesbaden,Smetana,Prodana nevesta,2013-01-26,16
de,Wiesbaden,"Strauss, R",Ariadne auf Naxos,2013-03-09,10
de,Wiesbaden,Verdi,Aida,2012-09-08,9
de,Wiesbaden,Verdi,La traviata,2012-10-14,4
de,Wiesbaden,Verdi,Simon Boccanegra,2013-06-14,3
de,Wiesbaden,"Wagner, Richard",Lohengrin,2013-02-03,4
de,Wiesbaden,Weill,Aufstieg und Fall der Stadt Mahagonny,2013-04-27,5
de,Wiesbaden,"Zeller, C",Der Vogelhandler,2012-09-16,7
de,Wildbad,"Adam, A",Le Chalet,2013-07-11,2
de,Wildbad,Rossini,Guillaume Tell,2013-07-11,5
de,Wildbad,Rossini,Ricciardo e Zoraide,2013-07-17,2
de,Wilhelmshaven,Donizetti,Don Pasquale,2013-01-16,1
de,Wolfsburg,Lortzing,Der Wildschutz,2012-09-23,1
de,Wolfsburg,"Strauss, J",Eine Nacht in Venedig,2013-04-10,1
de,Wolfsburg,Straus,Ein Walzertraum,2012-09-30,1
de,Wolfsburg,Verdi,Macbeth,2013-02-08,1
de,Wuppertal,Beimel,Vom guten ton - die welt ist voll geplapper,2012-10-21,6
de,Wuppertal,Fortner,Die Bluthochzeit,2013-01-13,7
de,Wuppertal,Gimenez,Der Barbier von Barmen,2013-01-27,10
de,Wuppertal,Kunneke,Gluckliche Reise,2012-10-31,14
de,Wuppertal,Massenet,Don Quichotte,2013-04-13,8
de,Wuppertal,Rossini,Il barbiere di Siviglia,2012-10-20,8
de,Wuppertal,Verdi,Un ballo in maschera,2013-02-24,11
de,Wuppertal,"Wagner, Richard",Der fliegende Hollander,2013-07-19,2
de,Wuppertal,Weber,Der Freischutz,2012-09-14,10
de,Würzburg,Berg,Wozzeck,2013-04-13,8
de,Würzburg,Cagnoni,Il re Lear,2013-01-26,1
de,Würzburg,Gluck,Orfeo ed Euridice,2012-09-30,9
de,Würzburg,Krasa,Brundibar,2013-02-13,1
de,Würzburg,Mozart,Don Giovanni,2013-06-22,5
de,Würzburg,Schubert,Der Graf von Gleichen,2013-03-23,1
de,Würzburg,Schubert,Des Teufels Lustschloss,2013-02-16,12
de,Würzburg,"Strauss, J",Der lustige Krieg,2012-12-01,1
de,Würzburg,"Strauss, J",Die Fledermaus,2012-11-17,21
de,Würzburg,Verdi,La traviata,2013-04-19,2
de,Würzburg,Verdi,Macbeth,2012-10-14,14
de,Würzburg,"Wolf, M",Refidim Junction,2012-11-10,5
de,Würzburg,Zeisl,Leonce und Lena,2013-06-08,1
de,Zittau,Verdi,La traviata,2013-04-27,3
de,Zwickau,Abraham,Ball im Savoy,2013-02-27,2
de,Zwickau,"Kalman, E",Die Csardasfurstin,2013-03-15,4
de,Zwickau,Mozart,Cosi fan tutte,2012-11-30,5
de,Zwickau,Rossini,Il barbiere di Siviglia,2013-01-11,2
de,Zwickau,"Wagner, Richard",Tannhauser,2013-05-24,3
de,Zwingenberg,"Strauss, J",Die Fledermaus,2013-08-03,4
de,Zwingenberg,Weber,Der Freischutz,2013-08-02,3
dk,Aalborg,Bizet,Carmen,2013-04-14,1
dk,Aalborg,Mozart,Le nozze di Figaro,2012-11-10,1
dk,Aalborg,Puccini,Tosca,2013-02-16,1
dk,Aalborg,Rossini,La cenerentola,2013-04-19,1
dk,Aalborg,Rossini,La petite messe solennelle,2013-04-21,1
dk,Aarhus,Agerfeldt Olesen,The Picture of Dorian Gray,2013-08-22,4
dk,Aarhus,Frandsen,Egoland,2013-08-27,2
dk,Aarhus,Mozart,Cosi fan tutte,2012-08-24,4
dk,Aarhus,Mozart,Le nozze di Figaro,2012-10-08,3
dk,Aarhus,Mozart,Le nozze di Figaro,2012-11-16,5
dk,Aarhus,Puccini,Tosca,2013-02-01,5
dk,Albertslund,Mozart,Le nozze di Figaro,2012-11-30,1
dk,Albertslund,Puccini,Tosca,2013-03-07,1
dk,Esbjerg,Mozart,Le nozze di Figaro,2012-10-29,1
dk,Esbjerg,Puccini,Tosca,2013-02-25,1
dk,Flensborg,Mozart,Le nozze di Figaro,2012-10-30,1
dk,Flensborg,Puccini,Tosca,2013-02-27,1
dk,Fyn,Mozart,Cosi fan tutte,2012-08-31,3
dk,Haderslev,Mozart,Le nozze di Figaro,2012-11-01,1
dk,Hedeland,Puccini,Madama Butterfly,2013-08-02,3
dk,Herning,Mozart,Le nozze di Figaro,2012-11-09,1
dk,Herning,Puccini,Tosca,2013-02-14,1
dk,Hillerød,Mozart,Le nozze di Figaro,2012-12-01,1
dk,Hillerød,Puccini,Tosca,2013-03-11,1
dk,Kolding,Mozart,Le nozze di Figaro,2012-10-31,1
dk,Kolding,Puccini,Tosca,2013-02-26,1
dk,København,Bizet,Carmen,2013-01-07,18
dk,København,Handel,"Aci, Galatea e Polifemo",2013-07-31,4
dk,København,Handel,The Messiah,2012-09-12,9
dk,København,Janacek,The Cunning Little Vixen,2012-12-15,14
dk,København,Menotti,The Old Maid and the Thief,2013-07-29,1
dk,København,Mozart,Le nozze di Figaro,2012-12-04,2
dk,København,Penderecki,Die Teufel von Loudun,2013-02-12,8
dk,København,Puccini,Gianni Schicchi,2013-03-18,15
dk,København,Puccini,Il tabarro,2013-03-18,15
dk,København,Puccini,Madama Butterfly,2012-10-14,19
dk,København,Puccini,Suor Angelica,2013-03-18,15
dk,København,Puccini,Tosca,2013-03-05,2
dk,København,Rossini,Semiramide,2012-11-22,8
dk,København,"Wagner, Richard",Tannhauser,2013-04-28,10
dk,Nykøbing,Mozart,Le nozze di Figaro,2012-11-29,1
dk,Odense,Mozart,Cosi fan tutte,2012-09-05,3
dk,Odense,Puccini,Tosca,2013-03-18,3
dk,Odense,"Schwartz, P",Orpheus '68,2012-11-23,4
dk,Randers,Puccini,Tosca,2013-02-15,1
dk,Roskilde,Puccini,Tosca,2013-03-10,1
dk,Skive,Puccini,Tosca,2013-02-12,1
dk,Sønderborg,Mozart,Le nozze di Figaro,2012-10-26,2
dk,Sønderborg,Puccini,Tosca,2013-02-28,2
dk,Vejle,Mozart,Le nozze di Figaro,2012-10-12,1
dk,Vejle,Puccini,Tosca,2013-03-15,1
dk,Viborg,Puccini,Tosca,2013-02-13,1
ee,Parnu,Rimsky-Korsakov,The Tsar's Bride,2013-06-06,2
ee,Tallinn,Bizet,Carmen,2012-09-08,7
ee,Tallinn,Borodin,Prince Igor,2013-02-10,1
ee,Tallinn,Britten,Albert Herring,2013-08-10,1
ee,Tallinn,Gounod,Faust,2012-09-20,11
ee,Tallinn,Gounod,Faust,2013-08-08,2
ee,Tallinn,Handel,Giulio Cesare in Egitto,2013-01-25,7
ee,Tallinn,"Kalman, E",Die Csardasfurstin,2012-09-07,16
ee,Tallinn,Pajusaar,The Prince and the Pauper,2013-01-26,1
ee,Tallinn,Puccini,La boheme,2012-12-07,5
ee,Tallinn,Puccini,Madama Butterfly,2013-02-12,2
ee,Tallinn,Puccini,Manon Lescaut,2012-09-06,9
ee,Tallinn,Puccini,Manon Lescaut,2013-03-01,3
ee,Tallinn,Puccini,Tosca,2012-10-31,4
ee,Tallinn,Rimsky-Korsakov,The Tsar's Bride,2013-08-15,1
ee,Tallinn,"Strauss, R",Der Rosenkavalier,2012-11-07,1
ee,Tallinn,Verdi,La traviata,2012-12-05,5
ee,Tallinn,Verdi,Rigoletto,2012-10-06,2
ee,Tallinn,"Wagner, Richard",Tannhauser,2013-03-14,6
ee,Tallinn,Weill,Die sieben Todsunden,2013-08-17,1
ee,Tartu,Donizetti,Maria Stuarda,2012-10-02,3
ee,Tartu,Lehar,Die lustige Witwe,2012-10-14,6
ee,Tartu,Massenet,Werther,2013-02-14,3
ee,Tartu,Puccini,Tosca,2012-10-04,5
ee,Tartu,Purcell,The Fairy Queen,2012-11-01,3
ee,Tartu,"Tchaikovsky, P",Eugene Onegin,2013-04-06,4
eg,Cairo,Handel,Giulio Cesare in Egitto,2013-05-15,1
eg,Cairo,Lehar,Die lustige Witwe,2013-03-20,4
eg,Cairo,Menotti,The Telephone,2012-12-26,2
eg,Cairo,Mozart,Die Zauberflote,2012-11-20,4
eg,Cairo,Puccini,La boheme,2013-01-10,4
eg,Cairo,Rossini,Il barbiere di Siviglia,2013-05-24,4
eg,Cairo,Rossini,L'inganno felice,2012-11-01,4
eg,Cairo,Verdi,Aida,2012-09-21,9
eg,Cairo,Wolf-Ferrari,Il segreto di Susanna,2013-03-02,2
es,Albacete,Puccini,Tosca,2013-03-11,1
es,Barcelona,"Bach, JS",Johannes-Passion,2013-05-12,1
es,Barcelona,Bellini,Il pirata,2013-01-04,2
es,Barcelona,Casals,El Pessebre,2012-12-14,3
es,Barcelona,Donizetti,L'elisir d'amore,2012-11-11,8
es,Barcelona,"Dvorak, A",Rusalka,2012-12-22,7
es,Barcelona,Handel,Belshazzar,2012-12-09,1
es,Barcelona,Honegger,Jeanne d'Arc au bucher,2012-11-17,2
es,Barcelona,Mozart,Lucio Silla,2013-06-21,10
es,Barcelona,Offenbach,Les contes d'Hoffmann,2013-02-04,11
es,Barcelona,Puccini,Madama Butterfly,2013-03-21,13
es,Barcelona,Rossini,Il turco in Italia,2013-05-18,6
es,Barcelona,"Tchaikovsky, P",Iolanta,2013-01-10,2
es,Barcelona,Verdi,La forza del destino,2012-10-02,14
es,Barcelona,"Wagner, Richard",Das Rheingold,2013-04-20,8
es,Barcelona,"Wagner, Richard",Der fliegende Hollander,2012-09-01,2
es,Barcelona,"Wagner, Richard",Lohengrin,2012-09-02,2
es,Barcelona,"Wagner, Richard","Rienzi, der letzte der Tribunen",2013-06-27,2
es,Barcelona,"Wagner, Richard",Tristan und Isolde,2012-09-06,1
es,Barcelona,Weill,Street Scene,2013-03-01,4
es,Bilbao,Arriaga,Die arabische Prinzessin,2013-03-09,4
es,Bilbao,Donizetti,Maria Stuarda,2013-03-29,4
es,Bilbao,Guridi,El caserio,2013-06-21,6
es,Bilbao,Haydn,Il mondo della luna,2013-05-16,2
es,Bilbao,Puccini,La boheme,2013-05-18,5
es,Bilbao,Puccini,Tosca,2013-01-19,4
es,Bilbao,Rossini,Il barbiere di Siviglia (reduction),2013-02-02,4
es,Bilbao,Szymanowski,Krol Roger,2012-11-24,4
es,Bilbao,Verdi,I vespri siciliani,2013-02-16,4
es,Bilbao,Verdi,La traviata,2012-09-29,5
es,Bilbao,Verdi,Un giorno di regno,2012-10-27,4
es,Bilbao,Vives,Zarzuela anthology,2012-10-11,3
es,Córdoba,Bizet,Carmen,2013-05-04,4
es,Girona,Verdi,Nabucco,2013-03-17,1
es,Granada,Gluck,Orfeo ed Euridice,2013-07-04,2
es,Granollers,Verdi,La traviata,2013-05-12,1
es,Granollers,Verdi,Nabucco,2013-03-10,1
es,La Coruna,Puccini,La fanciulla del West,2013-06-06,2
es,La Coruna,Puccini,Madama Butterfly,2012-09-27,2
es,La Coruna,Verdi,Nabucco,2012-09-08,1
es,Las Palmas,Mascagni,Cavalleria rusticana,2013-04-14,3
es,Las Palmas,Mozart,Die Entfuhrung aus dem Serail,2013-05-19,4
es,Las Palmas,Puccini,La boheme,2013-06-19,4
es,Las Palmas,Rossini,L'occasione fa il ladro,2013-03-20,2
es,Las Palmas,Verdi,Un ballo in maschera,2013-02-21,4
es,Las Palmas,Zemlinsky,Eine florentinische Tragodie,2013-04-14,3
es,Lleida,Verdi,Nabucco,2013-03-08,1
es,Madrid,Albeniz,Pepita Jimenez,2013-05-19,4
es,Madrid,Arrieta,Marina,2013-03-15,26
es,Madrid,Berg,Wozzeck,2013-06-03,6
es,Madrid,Bizet,Les Pecheurs de perles,2013-03-25,3
es,Madrid,Catan,Il Postino,2013-07-17,5
es,Madrid,Dallapiccola,Il prigioniero,2012-11-02,11
es,Madrid,Donizetti,Don Pasquale,2013-05-13,4
es,Madrid,Donizetti,Roberto Devereux,2013-03-03,2
es,Madrid,Gaztambide,El Juramento,2012-11-23,18
es,Madrid,Glass,The Perfect American,2013-01-22,8
es,Madrid,Mozart,Cosi fan tutte,2013-02-23,10
es,Madrid,Mozart,Don Giovanni,2013-04-03,6
es,Madrid,Musorgsky,Boris Godunov,2012-09-28,7
es,Madrid,Nebra,Viento es la dicha de Amor,2013-05-17,8
es,Madrid,Puccini,Suor Angelica,2012-11-02,11
es,Madrid,"Schoenberg, A",Moses und Aron,2012-09-07,2
es,Madrid,Serrano,Alma de Dios,2013-01-18,18
es,Madrid,Serrano,La Reina Mora,2013-01-18,18
es,Madrid,Verdi,La traviata,2013-07-26,2
es,Madrid,Verdi,Macbeth,2012-12-02,6
es,Madrid,"Wagner, Richard",Parsifal,2013-01-29,3
es,Malaga,Bizet,Carmen,2012-11-02,2
es,Malaga,Donizetti,Lucia di Lammermoor,2013-02-22,2
es,Malaga,Matabuena,"Zamarrilla, Bandolero",2013-03-14,2
es,Malaga,Puccini,La boheme,2013-05-17,2
es,Mallorca,Mozart,Die Zauberflote,2013-04-17,3
es,Mallorca,Puccini,Turandot,2013-03-03,4
es,Mallorca,Verdi,Aida,2013-06-23,4
es,Mallorca,Vives,Dona Francisquita,2012-12-05,4
es,Manresa,Puccini,Tosca,2012-11-13,1
es,Manresa,Verdi,La traviata,2013-05-08,1
es,Manresa,Verdi,Nabucco,2013-03-06,1
es,Maó,Puccini,Madama Butterfly,2013-05-24,2
es,Murcia,Alonso,La Parranda,2013-04-02,1
es,Murcia,Guerrero,La rosa del azafran,2013-04-03,1
es,Murcia,Moreno Torroba,Luisa Fernanda,2013-04-05,1
es,Murcia,Rossini,Il barbiere di Siviglia,2013-02-21,1
es,Murcia,Sorozabal,Katiuska,2013-04-01,1
es,Murcia,Verdi,Il trovatore,2013-03-20,1
es,Murcia,Verdi,Rigoletto,2012-10-26,1
es,Oviedo,Breton,La verbena de la paloma,2013-04-20,3
es,Oviedo,Donizetti,Lucia di Lammermoor,2012-10-13,5
es,Oviedo,Handel,Agrippina,2012-12-16,4
es,Oviedo,Lleo,La corte del faraon,2013-03-19,4
es,Oviedo,Massenet,Werther,2012-09-11,4
es,Oviedo,Penella,El gato montes,2013-05-21,3
es,Oviedo,Puccini,Turandot,2012-11-15,5
es,Oviedo,Verdi,Don Carlos,2013-01-24,4
es,Pamplona,Donizetti,Lucia di Lammermoor,2012-11-23,2
es,Pamplona,Gaztambide,El Juramento,2013-05-10,1
es,Pamplona,Mozart,Cosi fan tutte,2012-11-16,1
es,Pamplona,Puccini,Madama Butterfly,2012-10-27,1
es,Pamplona,Puccini,Madama Butterfly,2012-10-27,1
es,Pamplona,Puccini,Tosca,2013-02-08,2
es,Pamplona,Sorozabal,La Del Manojo de Rosas,2013-06-01,1
es,Peralada,Bellini,Norma,2013-08-06,1
es,Peralada,Demestres,Wow!,2013-08-14,1
es,Peralada,"Wagner, Richard",Das Liebesverbot,2013-08-03,1
es,Sabadell,Puccini,Tosca,2012-10-31,3
es,Sabadell,Verdi,La traviata,2013-04-24,3
es,Sabadell,Verdi,Nabucco,2013-02-20,3
es,San Sebastian,Pergolesi,La serva padrona,2013-08-07,2
es,San Sebastian,Verdi,La traviata,2013-08-11,2
es,Sant Cugat del Vallès,Puccini,Tosca,2012-11-09,1
es,Sant Cugat del Vallès,Verdi,La traviata,2013-05-03,1
es,Sant Cugat del Vallès,Verdi,Nabucco,2013-03-15,1
es,Santa Cruz Tenerife,Mozart,Die Zauberflote,2012-10-13,4
es,Santa Cruz Tenerife,Verdi,La traviata,2012-09-25,3
es,Sevilla,Janacek,Sarka,2013-02-05,4
es,Sevilla,Mascagni,Cavalleria rusticana,2013-02-05,4
es,Sevilla,Massenet,Thais,2012-10-25,3
es,Sevilla,Penella,El gato montes,2013-05-06,3
es,Sevilla,Rameau,La Princesse de Navarre,2013-03-17,1
es,Sevilla,Sorozabal,Entre Sevilla y Triana,2013-03-13,3
es,Sevilla,Verdi,Rigoletto,2013-06-19,8
es,Sevilla,"Wagner, Richard",Siegfried,2012-12-05,4
es,Tarragona,Verdi,La traviata,2013-05-31,2
es,Valencia,Giner,L'Indovina,2013-03-02,1
es,Valencia,Mozart,Cosi fan tutte,2013-06-26,3
es,Valencia,Mozart,Die Zauberflote,2013-04-06,6
es,Valencia,Puccini,La boheme,2012-12-02,7
es,Valencia,Rossini,Il barbiere di Siviglia,2013-02-28,6
